Revenue,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Net Income,Gross Margin,Profit Margin,Free Cash Flow margin,Consolidated Income,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Long-term investments,Total non-current assets,Payables,Short-term debt,Total current liabilities,Total debt,Deferred revenue,Total liabilities,Other comprehensive income,Total shareholders equity,Investments,Depreciation & Amortization,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Issuance (repayment) of debt,Issuance (buybacks) of shares,Effect of forex changes on cash,Net Income per Share,Shareholders Equity per Share,Market Cap,Enterprise Value,Income Quality,Invested Capital,Average Payables,Days Sales Outstanding,Operating Income Growth,Inventory Growth,Asset Growth,Debt Growth,R&D Expense Growth,Class
38260000000,33198000000,5062000000,0,2141000000,2141000000,279000000,850000000,1774000000,0.1323,0.046,0.04,1778000000,0,1675000000,3239000000,6258000000,5568000000,0,21808000000,1698000000,906000000,4032000000,10203000000,0,17507000000,16000000,10541000000,0,761000000,-1069000000,-3081000000,-18000000,2763000000,-706000000,4000000,4.847,28.8005,25505145149,35390145149,1.4651,18352000000,1604500000,15.9795,0.0311,0.1856,0.2545,0.6249,0,0
4834100000,2823900000,2010200000,0,1244800000,1307800000,95700000,151300000,443500000,0.4158,0.092,0.1312,443500000,0,555100000,793300000,1617000000,809100000,398500000,8768800000,639900000,583200000,1947300000,5027100000,0,7814900000,-279500000,2570900000,398500000,125200000,-181300000,-4327400000,0,3574600000,445700000,5400000,3.3855,19.6254,13385413344,18225713344,1.8383,5717600000,545350000,41.913,0.0958,0.0489,1.2403,2.4737,0,1
2269700000,1142000000,1127700000,0,1043200000,1083800000,85500000,-30000000,-1400000,0.4968,-0.001,0.0703,7100000,0,285000000,127600000,933900000,584200000,0,3159200000,412900000,225400000,933400000,2287000000,0,3207400000,-94400000,879600000,0,188600000,-119100000,-35500000,0,640800000,-300000,6300000,-0.0101,6.3245,2312348161,4507448161,-199.0714,3499000000,390450000,45.832,3.6211,0.0241,0.0389,0.04,0,0
2343505000,1824109000,519396000,0,342145000,409973000,21115000,22466000,67430000,0.2216,0.029,0.0737,67430000,0,225765000,341995000,874781000,291866000,18998000,2056323000,186193000,9626000,340494000,749761000,0,1218272000,-195479000,1712832000,18998000,59568000,-47307000,-19544000,0,-110402000,0,-3114000,0.6508,16.5314,4025526740,4638232740,3.2615,1663196000,218952500,35.1628,-0.0789,-0.1629,-0.0256,-0.1309,0,0
2227000000,1427000000,800000000,,644000000,644000000,,-146000000,148000000,0.359227661,0.066457117,,148000000,,219000000,190000000,3135000000,492000000,,1316000000,112000000,49000000,300000000,1026000000,,1616000000,2000000,2002000000,,97000000,-69000000,,1000000,-419000000,-3000000,1000000,,,,,,,,,,,,,,0
7515426000,4060050000,3455376000,0,1885492000,2141967000,98282000,354131000,782981000,0.4598,0.104,0.133,756537000,0,588262000,752836000,2001910000,2106697000,0,3551816000,523229000,859457000,2076543000,2920480000,0,4622161000,-313746000,915338000,0,261853000,-250066000,0,0,-80472000,-237024000,6129000,3.7162,4.3444,23621060846,26161361846,1.5958,4827267000,522882500,28.57,0.0464,0.0096,0.0053,-0.02,0,0
1646387000,1205809000,440578000,0,183448000,202667000,91784000,-69401000,217463000,0.2676,0.132,-0.0134,217463000,0,141392000,501849000,886595000,272192000,0,2674443000,122358000,0,201486000,2217574000,0,2680219000,-20756000,880819000,0,49172000,-59802000,-162965000,0,504360000,112000,1076000,3.2708,13.248,2343995738,4355063738,0.1738,2973108000,110195500,31.3463,-0.0588,0.4074,0.17,0.285,0,0
16761800000,14637000000,2124800000,0,1913800000,1967100000,54900000,61400000,96300000,0.1268,0.006,0.0037,96300000,0,1028500000,1013300000,2084900000,740700000,0,1719200000,907100000,229900000,1383300000,1515800000,0,2878600000,2400000,925500000,0,126100000,-139100000,-192900000,0,128300000,4000000,0,0.9611,9.2365,2790613371,4285413371,2.0945,2995900000,912550000,22.3963,0.3773,0.1018,0.1009,0.1614,0,0
64483793517,0,64483793517,0,0,-651860744.3,1720288115,2001200480,7266506603,1,0.1357,0.1488,7786314526,924369747.9,6268907563,4756302521,20387755102,12498199280,810324129.7,51983193277,16117647059,9565426170,27823529412,29327731092,0,55099639856,0,16361344538,1734693878,1846338535,-1756302521,-5038415366,-258103241.3,10717887155,-6264105642,-10804321.73,1.6669,3.7531,,,1.5622,35798319328,15359349845,35.4841,0.1558,0.0562,0.2184,0.6789,0,0
1301520000,972142000,329378000,0,288251000,288261000,22709000,4042000,14366000,0.2531,0.011,0.0147,14366000,0,142170000,102083000,296840000,68378000,0,390909000,70019000,3827000,108273000,317822000,0,439148000,-1549000,248601000,0,20549000,-12311000,-30095000,0,-12830000,34020000,122000,0.55,9.5182,544563599,820881599,2.1925,536238000,67766500,39.8703,-0.1309,0.1667,0.0856,-0.0442,0,1
286074000,202878000,83196000,0,34701000,69160000,20324000,-3149000,-6359000,0.2908,-0.022,-0.0101,-6359000,0,18015000,6178000,33188000,105569000,6510000,350565000,18698000,3473000,32049000,273266000,0,312282000,-770000,71471000,6510000,26698000,-20454000,-65000,0,-3911000,1263000,-36000,-0.1912,2.149,374657699.5,642337699.5,-2.7636,381895000,16243000,22.9852,123.0522,-0.0006,-0.0195,0.003,0,1
152359487,79943569,72415918,0,75167168,75692572,910492,75195,-4262341,0.4753,-0.028,-0.0179,-4262341,0,12721521,10118394,26957968,100598639,0,106942366,9173169,0,16692517,0,0,16997356,76129,116902978,0,12692355,-13003756,0,0,-7270885,8280460,0,-0.1236,3.3897,697223960,695039701,-2.4095,115023558,8028662,30.4763,-0.3671,0.8728,0.0589,-1,0,1
22365632944,14125165226,8240467717,0,6156685308,6156685308,563904423,519217081.9,1780630402,0.3684,0.0041,0.0752,1891509914,148246060,1642907982,1771225216,9211387900,5933502796,4885460092,20709354347,3363650229,1355821047,5339196746,7484697509,0,12792526690,928673106.3,12724504321,5033706151,795119471.3,-965582104.7,2740061007,-183629893.2,-22826639.55,0,167513980.7,3177.7335,22708.297,20809440000,,1.4873,19303812913,1962164686,26.8117,0.1391,0.15,0.1369,0.0066,0,0
5973000000,3302000000,2671000000,135000000,1409000000,1550000000,88000000,330000000,701000000,0.4472,0.117,0.1061,701000000,0,565000000,459000000,1514000000,931000000,0,3059000000,1005000000,804000000,1809000000,2195000000,0,4031000000,-543000000,542000000,0,163000000,-231000000,0,0,-125000000,-108000000,-1000000,5.4361,4.2031,17161077364,18938077364,1.234,2623000000,1020000000,34.5262,0.0467,0.0361,0.014,-0.0506,-0.0426,1
1807476000,1228046000,579430000,0,337191000,343782000,173685000,-1582000,84572000,0.3206,0.047,0.0615,90750000,150489000,29481000,89790000,613709000,109468000,269422000,714569000,0,33820000,204639000,1228064000,0,1660038000,-12571000,-413919000,419911000,18614000,-20412000,16342000,-33340000,6972000,43230000,0,0.5675,-2.7773,3036114606,3812336606,1.5559,1782642000,0,5.9534,0.0049,-0.0005,-0.054,0.0474,0,0
3706500000,2370100000,1336400000,44600000,933300000,1048900000,310400000,-11800000,106000000,0.3606,0.029,0.2059,273200000,0,285700000,496300000,30036100000,503900000,0,5813600000,373100000,161400000,27645000000,5705100000,0,33902800000,309000000,758000000,0,147300000,-77200000,-289400000,30900000,50900000,0,2700000,3.2919,23.5404,3052187865,8487187865,7.9264,9750600000,678150000,28.1345,-0.1415,-0.3299,0.0676,0.0324,0.6519,0
249176000,169862000,79314000,0,40462000,41831000,0,14105000,23819000,0.3183,0.096,0.1469,23819000,0,1808000,20228000,81785000,30164000,0,31024000,15221000,0,18355000,0,0,19443000,0,93366000,0,1369000,-10604000,0,0,0,0,0,1.1773,4.6148,413395815.1,354665815.1,1.9818,34864000,10112500,2.6484,0.1573,-0.2094,0.2496,0,0,0
6307100000,5226700000,1080400000,0,700700000,1493200000,126800000,-238400000,-286200000,0.1713,-0.045,0.0521,-286200000,0,329800000,918300000,1484700000,1294400000,0,4294600000,451300000,10100000,599800000,2545800000,0,3516000000,-61500000,2263300000,0,287600000,-177400000,18800000,0,-254800000,-28700000,2800000,-5.0123,39.6375,2809265534,5222265534,-1.768,4637500000,539050000,19.086,-3.3225,-0.061,-0.1171,-0.0879,0,1
146504685.6,68352478.84,78152206.77,0,78247128.17,78247128.17,4018893.591,7999395.405,-7251209.19,0.5334,-0.0074,0.3093,-8101571.947,0,1371523.579,1194830.713,172679111.2,15141626.36,0,123018893.6,913089.48,3022974.607,155788996.4,97254987.91,122856862.2,250998488.5,6051995.163,46875906.89,0,7513754.535,-7606408.706,0,0,41018742.44,66177297.46,-941354.2926,-6.228,40.2615,826100000,,-7.2977,-29045495.77,749417.3102,3.417,-1.0093,0.4997,0.3688,0.8192,0,0
12480000000,10693000000,1787000000,,1589000000,1589000000,181000000,-20000000,650000000,0.143189103,0.052083333,,650000000,,386000000,764000000,2039000000,,,1975000000,881000000,26000000,1229000000,1263000000,,3204000000,-278000000,376000000,,207000000,-182000000,,0,,,,,,,,,,,,,,,,,1
890315000,529904000,360411000,0,242891000,258217000,5935000,36495000,59764000,0.4048,0.067,0.0569,59764000,0,301000,210107000,312830000,46333000,0,726545000,50448000,5077000,104821000,194000000,0,388114000,0,651261000,0,10668000,-16423000,0,0,-5104000,13304000,0,0.9934,10.8255,1818314610,1913631610,1.1225,352044000,51261500,0.1234,0.2843,0.1023,0.1012,-0.0224,0,1
5590950000,3297373000,2293577000,0,1723251000,1899053000,56161000,117339000,215873000,0.4102,0.039,0.0779,215873000,0,43252000,701891000,928324000,1049447000,0,1646159000,640326000,1638000,996834000,1130481000,0,2624295000,-7191000,-49812000,0,183586000,-180219000,0,0,-170192000,-197887000,0,3.0629,-0.7068,5763543733,6784627733,2.8531,2313669000,619262500,2.8237,0.3205,-0.1042,0.001,-0.1281,0,1
591251000,214965000,376286000,0,295540000,297663000,1992000,22812000,41594000,0.6364,0.07,0.0538,55253000,69899000,123154000,137058000,549278000,10330000,0,228494000,52609000,24372000,167107000,60579000,0,207135000,-17832000,433298000,69899000,11914000,-4069000,0,35107000,-22362000,1963000,21330000,1.3343,13.9001,1355064201,1137401201,0.8629,262406000,51058000,76.0273,0.1791,0.4133,0.1397,-0.1875,0,1
5832000000,4360000000,1472000000,0,616000000,654000000,73000000,237000000,519000000,0.2524,0.089,0.078,532000000,9000000,961000000,823000000,2415000000,2217000000,0,3665000000,493000000,120000000,957000000,1864000000,0,3163000000,-1013000000,2891000000,9000000,209000000,-314000000,-17000000,-3000000,-96000000,-114000000,15000000,7.2083,40.1528,10058944050,11318944050,1.4817,5096000000,466500000,60.1449,0.02,0.0431,0.0515,-0.047,0,0
3342226000,2700684000,641542000,0,216303000,216303000,1886000,144785000,279745000,0.192,0.084,0.0727,279745000,0,138868000,252765000,849538000,876808000,0,883705000,90904000,0,198721000,0,0,300381000,0,1432862000,0,100337000,-165915000,0,0,-2416000,-9049000,0,12.2995,62.9984,3401883199,2982598199,1.4619,1115237000,81839000,15.1656,0.4458,0.1473,0.2183,0,0,0
15876152833,6166007905,9710144928,0,2368906456,5021080369,0,964426877.5,3507246377,0.6116,0.2912,0.3075,3652173913,106719367.6,3491436100,6308300395,11399209486,5288537549,4113306983,26608695652,4725955204,3523056653,8774703557,12700922266,0,22160737813,0,13587615283,4220026350,475625823.5,-621870882.7,-109354413.7,3952569.17,-1080368906,1317523.057,-18445322.79,3.2031,12.4092,,,1.5691,23808959157,4657644269,80.2697,0.2379,0.0332,0.0005,-0.1268,0,1
9274471000,7845550000,1428921000,0,1196032000,1202896000,16754000,84268000,130155000,0.1541,0.014,0.0234,130155000,0,525636000,1031690000,1662670000,602090000,0,1223893000,534616000,12128000,703987000,385603000,0,1204642000,-13963000,1681921000,0,86051000,-56112000,-9039000,7192000,-214757000,-1039000,565000,2.5738,33.2593,1950196836,2320385836,2.1,1973217000,490023000,20.6866,0.0085,0.0098,0.0121,-0.3574,0,0
64483793517,0,64483793517,0,0,-651860744.3,1720288115,2001200480,7266506603,1,0.1357,0.1488,7786314526,924369747.9,6268907563,4756302521,20387755102,12498199280,810324129.7,51983193277,16117647059,9565426170,27823529412,29327731092,0,55099639856,0,16361344538,1734693878,1846338535,-1756302521,-5038415366,-258103241.3,10717887155,-6264105642,-10804321.73,1.6669,3.7531,,,1.5622,35798319328,15359349845,35.4841,0.1558,0.0562,0.2184,0.6789,0,0
974134000,554569000,419565000,0,136249000,136811000,2169000,80209000,203319000,0.4307,0.209,0.1857,203319000,89271000,10908000,0,374862000,922284000,0,928711000,29139000,6691000,238135000,66616000,46895000,317622000,-724000,985951000,89271000,54228000,-123954000,0,-28110000,-31805000,-3928000,0,4.3131,20.9154,4299117364,4028454364,1.4996,881105000,26981500,4.0871,0.192,0,0.1932,-0.322,0,1
2298400000,1167800000,1130600000,67600000,708300000,1114300000,69200000,-58600000,5700000,0.4919,0.002,0.1064,5700000,0,224100000,333500000,1186200000,453400000,0,3002600000,223600000,19400000,524400000,1544800000,0,2447100000,-131400000,1741700000,0,94400000,-69000000,-34000000,0,-295000000,-165400000,13000000,0.1001,30.5715,4101934968,5143834968,55.0175,2188700000,210050000,35.5885,-0.9441,0.0786,-0.1221,-0.1625,-0.0598,0
2759767296,1297917866,1461849430,0,1091072212,1080155894,39269276.89,78592746.18,240670164.1,0.5297,0.0001,0.0825,270733644.8,43156355.22,481405960.4,328222117.3,1184768529,1491572031,181440781.6,2026523455,474963241.8,87084267.14,761698821.9,348705541.1,0,1217745335,0,1789205487,224597136.8,0,-198199678.3,-80278834.9,0,142456925.6,0,756524.2119,501039.4716,3724859.604,4582450000,,1.7701,2243058931,439517617.1,63.6696,0.2728,0.1018,0.1477,0.2637,0,0
1074513000,1028963000,45550000,0,176032000,179696000,318000,-39867000,-74278000,0.0424,-0.069,-0.1047,-74427000,138462000,117200000,160692000,436206000,466483000,65731000,596888000,30629000,4826000,64679000,10939000,0,188601000,-128000,842687000,204193000,49113000,-66573000,-105722000,225029000,-16510000,-1715000,0,-1.5359,17.4246,1882341351,1737254351,0.6182,897116000,33445500,39.8115,-1.2843,0.0381,-0.0708,-0.5722,0,0
201359254.2,130412308.6,70946945.58,0,39710777.63,38365620.74,0,6210398.666,26080036.38,0.3523,0.0197,0.2769,29075185.69,968622.101,5835228.134,1303319.691,295610883.7,64172199.48,0,111639684.7,7715476.732,0,182215249.4,0,115488252.2,192083371.2,-5531908.443,214663180.2,968622.101,11684553.59,-14710171.29,-12259360.32,40435500.99,2075488.859,174546915.3,-5531908.443,10.8251,89.1008,2096430000,,2.7022,-86707594.36,13619785.66,10.5774,10.8908,-0.0909,1.1959,0,0,0
15687600000,14895900000,791700000,0,728400000,736900000,11000000,-5100000,33500000,0.0505,0.002,0.0026,33500000,0,536700000,689100000,1375400000,249000000,0,407100000,169900000,45300000,644500000,558200000,0,1227300000,-2100000,555200000,0,54400000,-52600000,-169000000,0,155700000,-4400000,-2500000,0.7235,11.9914,1442558859,1959158859,2.794,1522700000,144550000,12.4873,-0.3918,0.155,0.1945,0.4476,0,0
4085368788,2569125256,1516243533,0,1076765732,1266754903,893875586.6,110275538.4,217903982.7,0.3711,0.0032,0.0939,217903982.7,853687883.5,1431356034,302971964.9,4112621826,1874022380,976055829.6,10413067020,1561665263,1400974612,3079713633,8140536638,0,11567380580,0,2958308266,1829743713,0,-611899891.7,-80676212.25,119961496.8,1136385513,0,94212489.47,1172.1876,15913.8543,1161680000,,4.5685,17312056311,1480390953,127.882,-0.8098,0.1608,0.0872,0.0371,0,0
826918000,500841000,326077000,0,163600000,163600000,189000,55780000,107045000,0.3943,0.129,0.1213,107045000,0,71319000,53355000,268321000,65150000,0,85662000,58100000,0,87206000,0,0,108365000,-604000,245618000,0,12834000,-13987000,0,0,0,365000,0,2.2989,5.2748,4176733250,4040361250,1.0675,115645000,53745500,31.4801,0.7461,0.1134,0.1587,0,0,0
2071218000,1676539000,394679000,0,211919000,216278000,16284000,56732000,106304000,0.1906,0.01,0.1047,112506000,0,545411000,565943000,1561399000,317340000,78457000,562006000,160746000,59133000,267996000,427866000,0,796827000,-69559000,1286489000,78457000,35911000,-33456000,0,0,-7790000,0,-671000,4.5363,54.8987,1788096517,1931969517,11.9825,1900394000,144808000,96.115,-0.0179,-0.1117,-0.0483,-0.0154,0,1
396171000,215056000,170615000,0,119274000,338815000,-24386000,-4860000,10034000,0.4307,0.023,0.0659,10034000,0,37181000,29062000,133911000,2105000,0,230531000,14859000,234000,33244000,333025000,0,323786000,-443000,598702000,0,11195000,-968000,0,,-6875000,1921000,-249000,0.1422,-0.3945,835460000,971049000,2.6619,366839000,7430202,34.2556,71.076,0,1.2829,-0.0199,0,1
4085900000,3754300000,331600000,0,173200000,178900000,6400000,24900000,120800000,0.0812,0.03,0.0148,119200000,0,432400000,541800000,1019800000,1328300000,2000000,1747100000,382400000,600000,393800000,357600000,0,975700000,-30600000,1767400000,2000000,79900000,-133800000,0,0,126900000,-140400000,-1600000,2.4041,35.1736,2370958547,2703458547,1.6076,2397800000,371450000,38.627,-0.3747,0.0985,0.0428,0.5394,0,0
2279099000,502078000,1777021000,0,1502538000,1502538000,0,136130000,129437000,0.7797,0.057,0.1064,129437000,11847000,33196000,253454000,777789000,464587000,0,812083000,50341000,77840000,447370000,388630000,0,885276000,-66318000,704596000,11847000,71564000,-60156000,-31745000,-63000,-36226000,-47288000,18134000,2.4512,13.3431,3609728358,3560112358,2.3375,922132000,45801000,5.3164,0.1877,0.0141,0.0786,-0.0678,0,0
2996628000,2519752000,476876000,0,338642000,340647000,6777000,42018000,90724000,0.1591,0.03,-0.004,90724000,0,6460000,310946000,510370000,557829000,13583000,667144000,272248000,18358000,363384000,106297000,22100000,468747000,-110059000,708767000,13583000,46292000,-134917000,0,0,1804000,-2489000,-2838000,3.0221,23.6098,2469800125,2413203125,1.356,721891000,269710500,0.7869,-0.0036,0.0991,0.0737,0.0158,0,0
2054000000,1422000000,633000000,,477000000,477000000,28000000,47000000,79000000,0.308179163,0.038461538,,79000000,0,238000000,382000000,683000000,181000000,,624000000,103000000,0,220000000,395000000,,671000000,-1000000,636000000,,40000000,-28000000,,0,-819000000,-11000000,-1000000,,,,,,,,,,,,,,0
785156000,631115000,154041000,0,126205000,205905000,20400000,15798000,-93368000,0.1962,-0.119,-0.003,-93368000,0,89997000,187886000,315129000,265675000,0,402110000,78346000,7485000,165392000,384390000,0,650345000,-105172000,66894000,0,45544000,-47628000,0,0,-25032000,466000,1219000,-4.238,3.0364,169083709.4,528777709.4,-0.4853,812564000,74964000,41.8374,-2.1446,0.1052,-0.1234,-0.0575,0,0
269888000,105163000,164725000,0,131446000,131446000,8775000,-11006000,33475000,0.6103,0.124,0.0179,33475000,0,44634000,62679000,123644000,18037000,2875000,293600000,26776000,8646000,51361000,156348000,0,223381000,0,193863000,2875000,14521000,-7544000,0,-2875000,-8769000,1978000,0,0.738,4.274,1037145097,1183434097,0.3698,249026000,32360000,60.3636,0.442,-0.0968,0.0061,-0.0514,0,0
1397535000,824119000,573416000,0,400852000,403752000,14361000,11407000,140689000,0.4103,0.101,0.1524,140689000,0,229416000,280877000,556078000,126502000,0,1257018000,105652000,24404000,289367000,485615000,0,792330000,1173000,1020766000,0,36175000,-15475000,-209267000,0,-135499000,-65861000,0,5.1119,37.0891,2636660773,3098427773,1.6242,1047172000,104682500,59.9175,0.4589,-0.0687,-0.0194,-0.2166,0,1
1075565000,961021000,114544000,0,56651000,56651000,1023000,20450000,37270000,0.1065,0.035,0.0164,37324000,0,74096000,30858000,119828000,120072000,73381000,244289000,39435000,20129000,116167000,20568000,0,119995000,10434000,244122000,73381000,10691000,-44510000,-9158000,0,942000,65000,0,2.14,14.0171,1292195292,1306138292,1.6673,243631000,41423500,25.145,-0.0524,-0.0311,0.1103,0.0503,0,0
